"OrderID";"Tanggal";"Nama_Produk";"Jumlah";"Harga";"Harga_Unit";"Sumber_Order";"Nama_Pelanggan";"Nomor_WA"
"ORD100851";"2025-06-18";"Soup Sayur";2;40000;20000;"Instagram";"Budi Budiyanto";82148628902
"ORD100335";"2025-08-12";"Soup Sayur";4;80000;20000;"WhatsApp";"Putu Wicaksono";88507925241
"ORD101512";"2025-05-13";"Soup Sayur";1;20000;20000;"Instagram";"Budi Budiyanto";82148628902
"ORD100642";"2025-04-20";"Salad Ayam";1;30000;30000;"WhatsApp";"Kiki Saputra";85452711116
"ORD100540";"2025-05-09";"Soup sayur";1;20000;20000;"Instagram";"Kiki Budiyanto";89297500170
"ORD100787";"2025-06-14";"Nasi Box Vegan";2;70000;35000;"WhatsApp";"Sari Harto";80862118233
"ORD101781";"2025-08-23";"Snack box";3;60000;20000;"Instagram";"Maya Budiyanto";89421044789
"ORD100681";"2025-09-06";"Salad Ayam";1;35000;35000;"WhatsApp";"Nina Budiyanto";87056856624
"ORD101997";"2025-05-18";"Nasi Box Ayam";1;25000;25000;"Instagram";"Kiki Permana";81473799650
"ORD101027";"2025-07-21";"Nasi Box Ayam";1;25000;25000;"WhatsApp";"Ika Permana";88889937567
"ORD102405";"2025-04-24";"Snack box";1;15000;15000;"Instagram";"Andi Putri";84455022961
"ORD102061";"2025-07-18";"Nasi box vegan";1;30000;30000;"WhatsApp";"Gita Permana";81541006762
"ORD100942";"2025-05-01";"Nasi Box Ayam";3;60000;20000;"Instagram";"Putu Wicaksono";89979955271
"ORD100006";"2025-05-24";"Nasi Box Ayam";1;20000;20000;"WhatsApp";"Ochi Kusuma";80104328986
"ORD101928";"2025-07-09";"Soup Sayur";3;60000;20000;"WhatsApp";"Joko Putri";82583132370
"ORD101678";"2025-05-21";"Soup Sayur";1;20000;20000;"Instagram";"Citra Permana";86783777014
"ORD100242";"2025-04-10";"Soup Sayur";1;25000;25000;"Instagram";"Dewi Kusuma";81485646799
"ORD101960";"2025-06-07";"Soup Sayur";1;20000;20000;"Instagram";"Gita Permana";81541006762
"ORD100568";"2025-06-15";"Soup Sayur";2;40000;20000;"Instagram";"Citra Wicaksono";85186363745
"ORD101687";"2025-08-05";"Nasi Box Ayam";1;25000;25000;"WhatsApp";"Uli Budiyanto";87801573993
"ORD100826";"2025-08-24";"Nasi Box Ayam";1;15000;15000;"Instagram";"Andi Kusuma";89861622999
"ORD101288";"2025-04-14";"Snack Box";2;30000;15000;"WhatsApp";"Andi Harto";83006848666
"ORD100391";"2025-06-25";"Nasi Box Ayam";2;50000;25000;"Instagram";"Laras Kusuma";83327279568
"ORD102437";"2025-07-10";"Salad Ayam";2;70000;35000;"WhatsApp";"Rina Harto";81438424981
"ORD100619";"2025-07-23";"Nasi Box Ayam";1;25000;25000;"WhatsApp";"Nina Putri";85753260332
"ORD101194";"2025-05-13";"Snack Box";1;15000;15000;"WhatsApp";"Andi Harto";86184992618
"ORD100145";"2025-07-26";"Nasi Box Ayam";3;75000;25000;"Instagram";"Eka Budiyanto";87431527420
"ORD102105";"2025-09-02";"Soup Sayur";1;25000;25000;"Instagram";"Eka Wicaksono";88816580392
"ORD101825";"2025-09-12";"Soup sayur";3;75000;25000;"Instagram";"Joko Wicaksono";81543799371
"ORD100288";"2025-08-02";"Nasi Box Ayam";3;75000;25000;"Instagram";"Hadi Pratama";87790714163
"ORD100033";"2025-04-04";"Nasi Box Ayam";1;25000;25000;"Instagram";"Andi Wicaksono";84466609935
"ORD101778";"2025-08-08";"Nasi Box Ayam";1;15000;15000;"Instagram";"Fajar Wijaya";89034043842
"ORD102481";"2025-08-16";"Salad Ayam";1;15000;15000;"WhatsApp";"Gita Permana";86138612075
"ORD100559";"2025-08-04";"Snack Box";2;30000;15000;"WhatsApp";"Citra Wijaya";80248193466
"ORD101415";"2025-09-26";"Soup sayur";2;40000;20000;"Instagram";"Putu Permana";83221418880
"ORD100058";"2025-09-12";"Snack box";1;25000;25000;"Instagram";"Citra Budiyanto";89092753269
"ORD101735";"2025-05-24";"Salad Ayam";2;30000;15000;"Instagram";"Gita Wicaksono";84741124903
"ORD100220";"2025-06-23";"Soup sayur";3;60000;20000;"Instagram";"Sari Santoso";86578759856
"ORD100758";"2025-08-05";"Soup Sayur";1;20000;20000;"WhatsApp";"Laras Budiyanto";85277221704
"ORD102115";"2025-09-30";"Soup Sayur";1;25000;25000;"Instagram";"Putu Pratama";88416169284
"ORD100231";"2025-04-08";"Nasi Box Ayam";1;25000;25000;"WhatsApp";"Laras Wicaksono";81928565431
"ORD101294";"2025-08-05";"Nasi Box Ayam";1;15000;15000;"WhatsApp";"Dewi Wijaya";88367365766
"ORD101287";"2025-07-05";"Nasi Box Ayam";1;20000;20000;"Instagram";"Kiki Wijaya";80702966706
"ORD100146";"2025-05-12";"Nasi box vegan";3;75000;25000;"Instagram";"Laras Pratama";82312432921
"ORD102133";"2025-06-03";"Nasi Box Vegan";2;60000;30000;"Instagram";"Maya Harto";80376137918
"ORD100648";"2025-05-01";"Soup Sayur";1;20000;20000;"Instagram";"Maya Permana";84957885685
"ORD101193";"2025-06-11";"Salad Ayam";1;15000;15000;"Instagram";"Fajar Budiyanto";83268424508
"ORD101072";"2025-06-11";"Nasi Box Ayam";1;20000;20000;"WhatsApp";"Andi Wicaksono";84466609935
"ORD100083";"2025-04-15";"snack box";1;20000;20000;"Instagram";"Citra Permana";86783777014
"ORD101970";"2025-05-31";"Snack Box";5;125000;25000;"Instagram";"Budi Kusuma";87289623091
"ORD100807";"2025-05-05";"Salad Ayam";1;30000;30000;"Instagram";"Joko Wijaya";81739348356
"ORD100243";"2025-09-24";"Nasi Box Ayam";2;50000;25000;"Instagram";"Laras Santoso";85830033542
"ORD102020";"2025-05-19";"snack box";4;80000;20000;"Instagram";"Andi Wijaya";84294019655
"ORD101913";"2025-06-02";"Soup Sayur";1;25000;25000;"WhatsApp";"Fajar Wijaya";82281606484
"ORD101896";"2025-06-11";"Snack box";1;15000;15000;"WhatsApp";"Citra Saputra";86687002176
"ORD101074";"2025-07-15";"Soup Sayur";1;25000;25000;"WhatsApp";"Dewi Wicaksono";82233206163
"ORD100181";"2025-08-12";"Salad Ayam";1;30000;30000;"WhatsApp";"Ika Permana";88889937567
"ORD101167";"2025-04-14";"Snack Box";2;30000;15000;"Instagram";"Ika Permana";88156149784
"ORD100008";"2025-06-07";"Soup Sayur";1;20000;20000;"Instagram";"Kiki Pratama";89428434795
"ORD100575";"2025-05-18";"Nasi Box Ayam";4;100000;25000;"Instagram";"Hadi Pratama";82904228421
"ORD100268";"2025-08-12";"Salad Ayam";1;35000;35000;"WhatsApp";"Putu Saputra";85861793271
"ORD102448";"2025-05-11";"Salad Ayam";2;80000;40000;"Instagram";"Ika Permana";80098180635
"ORD102040";"2025-05-06";"Soup sayur";5;100000;20000;"Instagram";"Kiki Kusuma";80515186449
"ORD100454";"2025-08-03";"Snack Box";3;45000;15000;"Instagram";"Joko Putri";82583132370
"ORD101423";"2025-04-13";"Soup Sayur";2;50000;25000;"Instagram";"Laras Wicaksono";88713315098
"ORD101307";"2025-09-14";"snack box";1;15000;15000;"Instagram";"Laras Kusuma";86401658202
"ORD102241";"2025-08-30";"Salad Ayam";2;80000;40000;"WhatsApp";"Tono Saputra";85328710122
"ORD102331";"2025-08-19";"Snack Box";2;30000;15000;"WhatsApp";"Fajar Wijaya";89034043842
"ORD101603";"2025-04-06";"Nasi Box Ayam";1;20000;20000;"Instagram";"Putu Permana";83221418880
"ORD101672";"2025-08-12";"Nasi Box Ayam";1;25000;25000;"Instagram";"Maya Permana";81779717751
"ORD101888";"2025-05-27";"Nasi box vegan";1;30000;30000;"Instagram";"Sari Harto";80862118233
"ORD101098";"2025-05-20";"Salad Ayam";1;30000;30000;"Instagram";"Putu Permana";83221418880
"ORD100799";"2025-09-26";"Soup Sayur";1;25000;25000;"Instagram";"Budi Permana";87788925546
"ORD102098";"2025-07-09";"Salad Ayam";1;35000;35000;"Instagram";"Citra Saputra";86687002176
"ORD102490";"2025-08-22";"Nasi Box Vegan";1;30000;30000;"Instagram";"Tono Permana";87452991241
"ORD101718";"2025-04-09";"Soup sayur";1;25000;25000;"Instagram";"Putu Harto";89894134352
"ORD101642";"2025-05-11";"Nasi Box Ayam";1;25000;25000;"Instagram";"Nina Putri";89619431142
"ORD102089";"2025-07-05";"Soup sayur";2;50000;25000;"Instagram";"Hadi Permana";89500479748
"ORD101313";"2025-04-18";"snack box";2;40000;20000;"WhatsApp";"Maya Wicaksono";86212021697
"ORD101223";"2025-08-28";"snack box";2;50000;25000;"WhatsApp";"Tono Saputra";85328710122
"ORD101290";"2025-04-22";"Nasi Box Ayam";1;25000;25000;"Instagram";"Gita Kusuma";86907844736
"ORD100464";"2025-08-10";"snack box";3;75000;25000;"Instagram";"Maya Wijaya";82034717545
"ORD102106";"2025-07-25";"Nasi Box Ayam";1;35000;35000;"Instagram";"Tono Kusuma";82299590010
"ORD100260";"2025-06-28";"Nasi Box Ayam";1;30000;30000;"Instagram";"Budi Putri";82901476797
"ORD100660";"2025-09-09";"Snack Box";1;20000;20000;"Instagram";"Maya Santoso";84817549651
"ORD100928";"2025-07-31";"Nasi Box Ayam";1;15000;15000;"Instagram";"Budi Budiyanto";80132677360
"ORD102221";"2025-05-13";"Nasi Box Ayam";4;140000;35000;"Instagram";"Nina Pratama";88760366909
"ORD102280";"2025-09-30";"Salad Ayam";1;35000;35000;"Instagram";"Maya Kusuma";89013983735
"ORD102149";"2025-05-20";"Snack box";1;20000;20000;"Instagram";"Kiki Wijaya";86091779827
"ORD100984";"2025-07-18";"Soup Sayur";1;20000;20000;"WhatsApp";"Dewi Wijaya";88367365766
"ORD100382";"2025-05-20";"Soup Sayur";1;25000;25000;"Instagram";"Sari Pratama";81493689980
"ORD100460";"2025-07-19";"Salad Ayam";3;90000;30000;"Instagram";"Dewi Budiyanto";84498926659
"ORD102001";"2025-04-16";"Salad Ayam";2;80000;40000;"Instagram";"Uli Wijaya";84283411080
"ORD101993";"2025-07-28";"Snack box";1;20000;20000;"WhatsApp";"Andi Wijaya";84294019655
"ORD100744";"2025-05-27";"snack box";1;15000;15000;"WhatsApp";"Fajar Harto";81406029333
"ORD101929";"2025-08-14";"Nasi Box Ayam";1;25000;25000;"WhatsApp";"Sari Pratama";86218501631
"ORD100468";"2025-05-22";"Soup Sayur";4;80000;20000;"Instagram";"Dewi Wicaksono";82233206163
"ORD102072";"2025-05-19";"Nasi Box Ayam";1;25000;25000;"Instagram";"Kiki Putri";87354549480
"ORD100499";"2025-09-03";"Nasi Box Ayam";3;90000;30000;"WhatsApp";"Joko Wijaya";83836702410
"ORD100158";"2025-06-29";"Nasi Box Ayam";2;70000;35000;"Instagram";"Joko Santoso";81938026206
"ORD102345";"2025-08-27";"Salad Ayam";1;30000;30000;"WhatsApp";"Nina Pratama";88760366909
"ORD100404";"2025-07-01";"Nasi Box Ayam";1;25000;25000;"WhatsApp";"Kiki Pratama";89428434795
"ORD100429";"2025-04-28";"Nasi Box Ayam";1;20000;20000;"WhatsApp";"Maya Santoso";86474687234
"ORD100452";"2025-04-09";"Nasi Box Ayam";1;15000;15000;"Instagram";"Uli Kusuma";81366210388
"ORD100923";"2025-09-29";"Salad Ayam";1;40000;40000;"WhatsApp";"Kiki Pratama";81256746807
"ORD102315";"2025-05-29";"Snack box";1;20000;20000;"Instagram";"Andi Kusuma";88215064890
"ORD100156";"2025-09-01";"Nasi Box Ayam";2;60000;30000;"WhatsApp";"Budi Budiyanto";80132677360
"ORD100045";"2025-09-13";"Snack Box";2;30000;15000;"Instagram";"Laras Putri";84105648149
"ORD101874";"2025-04-16";"snack box";1;25000;25000;"Instagram";"Budi Budiyanto";80132677360
"ORD100684";"2025-04-12";"Nasi Box Ayam";2;30000;15000;"WhatsApp";"Sari Putri";85135346554
"ORD100735";"2025-05-19";"Nasi Box Vegan";1;30000;30000;"Instagram";"Joko Santoso";86596575692
"ORD101134";"2025-05-25";"Nasi Box Ayam";1;30000;30000;"Instagram";"Hadi Pratama";87790714163
"ORD102116";"2025-05-13";"Nasi Box Ayam";2;50000;25000;"Instagram";"Nina Pratama";86670106513
"ORD101722";"2025-04-19";"Snack Box";1;15000;15000;"Instagram";"Dewi Wijaya";85447962757
"ORD102362";"2025-08-01";"Salad Ayam";2;30000;15000;"Instagram";"Kiki Permana";83963605766
"ORD101177";"2025-07-06";"Snack Box";1;25000;25000;"Instagram";"Fajar Wijaya";89034043842
"ORD101469";"2025-09-24";"Nasi Box Ayam";1;25000;25000;"Instagram";"Maya Saputra";85061809190
"ORD100365";"2025-06-27";"Nasi Box Vegan";1;30000;30000;"Instagram";"Laras Kusuma";88262045053
"ORD100527";"2025-06-03";"Salad Ayam";1;30000;30000;"WhatsApp";"Ochi Kusuma";80104328986
"ORD101069";"2025-09-30";"Snack Box";1;20000;20000;"WhatsApp";"Dewi Budiyanto";85156915452
"ORD102424";"2025-09-19";"Soup Sayur";2;40000;20000;"Instagram";"Hadi Saputra";85177739260
"ORD101481";"2025-04-28";"Nasi Box Vegan";3;75000;25000;"Instagram";"Fajar Santoso";85930407859
"ORD100481";"2025-05-23";"Snack box";1;25000;25000;"Instagram";"Ochi Putri";83184322259
"ORD102080";"2025-07-14";"Salad Ayam";2;70000;35000;"Instagram";"Budi Budiyanto";82148628902
"ORD101624";"2025-05-11";"Snack Box";2;30000;15000;"Instagram";"Nina Permana";87562890028
"ORD102433";"2025-04-14";"Salad Ayam";2;30000;15000;"WhatsApp";"Joko Harto";83699577738
"ORD100563";"2025-09-05";"Nasi Box Ayam";1;15000;15000;"WhatsApp";"Laras Wicaksono";81928565431
"ORD102213";"2025-05-06";"Nasi Box Vegan";2;60000;30000;"Instagram";"Citra Harto";85089935889
"ORD100976";"2025-08-05";"Snack Box";1;20000;20000;"Instagram";"Dewi Santoso";83579727985
"ORD100466";"2025-08-04";"Nasi Box Ayam";1;35000;35000;"Instagram";"Sari Pratama";81493689980
"ORD102026";"2025-06-10";"Soup Sayur";1;25000;25000;"WhatsApp";"Andi Wicaksono";85626368970
"ORD100448";"2025-08-05";"Snack Box";3;60000;20000;"Instagram";"Fajar Budiyanto";83268424508
"ORD101398";"2025-09-14";"Nasi Box Ayam";1;30000;30000;"Instagram";"Putu Permana";88299737631
"ORD100651";"2025-08-29";"Salad Ayam";2;50000;25000;"Instagram";"Maya Pratama";81994101372
"ORD100161";"2025-08-25";"Snack Box";1;25000;25000;"Instagram";"Nina Budiyanto";88615335554
"ORD101461";"2025-09-04";"Salad Ayam";1;35000;35000;"WhatsApp";"Gita Permana";86884443106
"ORD100505";"2025-09-09";"Salad Ayam";1;40000;40000;"Instagram";"Tono Pratama";86213721386
"ORD101485";"2025-08-05";"Salad Ayam";2;60000;30000;"WhatsApp";"Uli Harto";85116868548
"ORD101713";"2025-07-24";"Nasi box vegan";2;60000;30000;"WhatsApp";"Gita Kusuma";88214658404
"ORD100729";"2025-04-12";"Nasi Box Ayam";4;120000;30000;"WhatsApp";"Kiki Wicaksono";81208267734
"ORD100608";"2025-04-29";"Nasi Box Ayam";1;30000;30000;"Instagram";"Ochi Pratama";84691373678
"ORD102204";"2025-04-11";"Nasi Box Ayam";5;125000;25000;"Instagram";"Laras Pratama";82312432921
"ORD102039";"2025-09-26";"Nasi Box Ayam";1;25000;25000;"Instagram";"Uli Wijaya";86998543534
"ORD101031";"2025-05-13";"Soup Sayur";3;60000;20000;"Instagram";"Fajar Wijaya";82281606484
"ORD101669";"2025-05-29";"Nasi box vegan";1;25000;25000;"WhatsApp";"Fajar Wicaksono";87063242415
"ORD100769";"2025-09-22";"Snack box";1;15000;15000;"Instagram";"Rina Wijaya";86453521818
"ORD101955";"2025-09-10";"Salad Ayam";3;105000;35000;"Instagram";"Rina Kusuma";83246095396
"ORD101724";"2025-07-26";"Soup sayur";1;20000;20000;"WhatsApp";"Ika Saputra";88007229034
"ORD100039";"2025-05-31";"Nasi Box Vegan";1;35000;35000;"WhatsApp";"Dewi Santoso";83579727985
"ORD101934";"2025-05-11";"Nasi Box Vegan";4;100000;25000;"Instagram";"Laras Santoso";87146112545
"ORD101359";"2025-06-08";"Salad Ayam";1;40000;40000;"WhatsApp";"Putu Saputra";85861793271
"ORD101436";"2025-05-06";"Salad Ayam";1;30000;30000;"Instagram";"Sari Budiyanto";89241418328
"ORD100731";"2025-05-08";"Nasi Box Ayam";1;15000;15000;"WhatsApp";"Sari Saputra";83536541951
"ORD101106";"2025-08-07";"Nasi Box Ayam";1;35000;35000;"WhatsApp";"Putu Wicaksono";84348734714
"ORD100401";"2025-09-25";"Snack box";1;20000;20000;"WhatsApp";"Hadi Pratama";87790714163
"ORD101834";"2025-07-22";"Salad Ayam";1;20000;20000;"WhatsApp";"Nina Pratama";86670106513
"ORD100108";"2025-07-08";"Nasi Box Ayam";1;30000;30000;"Instagram";"Uli Harto";85116868548
"ORD102219";"2025-08-10";"Soup sayur";1;20000;20000;"Instagram";"Laras Wicaksono";89415521667
"ORD101845";"2025-06-28";"Soup Sayur";1;20000;20000;"WhatsApp";"Sari Harto";80862118233
"ORD100387";"2025-07-24";"Snack box";1;20000;20000;"Instagram";"Ika Wicaksono";84517123685
"ORD101477";"2025-07-14";"Soup sayur";1;25000;25000;"WhatsApp";"Rina Harto";86386557790
"ORD102046";"2025-08-21";"Salad Ayam";1;35000;35000;"Instagram";"Laras Santoso";87146112545
"ORD102429";"2025-08-14";"Nasi Box Ayam";1;15000;15000;"Instagram";"Laras Santoso";87146112545
"ORD100957";"2025-09-13";"Snack box";1;25000;25000;"WhatsApp";"Fajar Wijaya";84895134332
"ORD100376";"2025-07-27";"snack box";1;25000;25000;"WhatsApp";"Fajar Budiyanto";86990413797
"ORD102230";"2025-04-04";"Nasi Box Ayam";1;15000;15000;"WhatsApp";"Citra Putri";89387005162
"ORD100313";"2025-06-12";"Salad Ayam";1;25000;25000;"WhatsApp";"Uli Harto";85116868548
"ORD100248";"2025-07-30";"Soup Sayur";4;80000;20000;"Instagram";"Tono Permana";81438663227
"ORD101248";"2025-06-18";"Snack box";4;60000;15000;"WhatsApp";"Rina Harto";82513542784
"ORD101650";"2025-04-29";"Nasi box vegan";2;70000;35000;"Instagram";"Laras Budiyanto";81814124782
"ORD100239";"2025-08-20";"Snack box";1;20000;20000;"WhatsApp";"Rina Harto";86392086780
"ORD101442";"2025-09-08";"Nasi Box Ayam";1;25000;25000;"Instagram";"Maya Pratama";89916247314
"ORD102002";"2025-09-03";"Salad Ayam";1;30000;30000;"Instagram";"Citra Permana";86111554262
"ORD100730";"2025-09-14";"Snack Box";2;30000;15000;"Instagram";"Kiki Permana";83963605766
"ORD101211";"2025-04-10";"snack box";2;30000;15000;"WhatsApp";"Uli Wicaksono";84034471349
"ORD100455";"2025-09-23";"Soup sayur";1;20000;20000;"Instagram";"Nina Pratama";88760366909
"ORD102332";"2025-08-19";"snack box";1;25000;25000;"Instagram";"Rina Harto";86392086780
"ORD101229";"2025-07-08";"Nasi Box Ayam";3;90000;30000;"Instagram";"Fajar Wijaya";89034043842
"ORD101050";"2025-09-23";"Soup Sayur";2;40000;20000;"WhatsApp";"Uli Kusuma";85866934654
"ORD101292";"2025-04-16";"Nasi Box Ayam";1;25000;25000;"Instagram";"Nina Santoso";84223253672
"ORD102134";"2025-05-28";"Snack box";1;20000;20000;"Instagram";"Gita Wicaksono";84741124903
"ORD101746";"2025-05-03";"Soup sayur";1;20000;20000;"Instagram";"Rina Harto";86022356972
"ORD101878";"2025-06-12";"Salad Ayam";1;30000;30000;"Instagram";"Uli Santoso";88075957947
"ORD101916";"2025-05-07";"snack box";1;15000;15000;"WhatsApp";"Nina Wijaya";88324210249
"ORD102226";"2025-08-19";"Nasi box vegan";1;35000;35000;"Instagram";"Gita Permana";81541006762
"ORD102263";"2025-07-25";"Salad Ayam";3;90000;30000;"WhatsApp";"Eka Kusuma";81279908811
"ORD100114";"2025-04-08";"Soup sayur";1;20000;20000;"WhatsApp";"Hadi Pratama";81585064317
"ORD102054";"2025-04-07";"Salad Ayam";1;35000;35000;"WhatsApp";"Laras Harto";81199867980
"ORD101283";"2025-07-23";"Nasi box vegan";1;25000;25000;"Instagram";"Maya Santoso";85297516136
"ORD102190";"2025-08-20";"Nasi Box Ayam";2;50000;25000;"Instagram";"Nina Pratama";89401399049
"ORD101686";"2025-05-17";"Soup Sayur";1;20000;20000;"Instagram";"Tono Kusuma";82299590010
"ORD102292";"2025-07-11";"Nasi Box Ayam";1;35000;35000;"Instagram";"Joko Harto";83699577738
"ORD101667";"2025-08-06";"Soup Sayur";1;25000;25000;"Instagram";"Laras Harto";81199867980
"ORD100169";"2025-09-07";"Salad Ayam";3;105000;35000;"WhatsApp";"Putu Wicaksono";88507925241
"ORD100748";"2025-07-05";"Nasi Box Vegan";1;25000;25000;"Instagram";"Laras Santoso";85415667652
"ORD100795";"2025-08-26";"Nasi Box Ayam";2;60000;30000;"Instagram";"Sari Permana";83918785191
"ORD102378";"2025-04-12";"Nasi Box Ayam";1;25000;25000;"Instagram";"Budi Putri";89922809202
"ORD100997";"2025-05-19";"Salad Ayam";1;30000;30000;"WhatsApp";"Maya Putri";87187500369
"ORD100522";"2025-07-26";"Snack box";2;40000;20000;"WhatsApp";"Citra Wicaksono";89796886805
"ORD100292";"2025-04-11";"Salad Ayam";1;15000;15000;"Instagram";"Putu Wicaksono";82522872808
"ORD101998";"2025-06-26";"Nasi Box Ayam";1;30000;30000;"Instagram";"Citra Budiyanto";82512868230
"ORD101830";"2025-04-11";"Nasi Box Ayam";2;60000;30000;"WhatsApp";"Gita Kusuma";86907844736
"ORD101347";"2025-08-15";"Soup Sayur";1;25000;25000;"WhatsApp";"Hadi Permana";80365414586
"ORD100712";"2025-04-07";"Nasi box vegan";2;50000;25000;"WhatsApp";"Putu Kusuma";88515832818
"ORD100332";"2025-07-29";"Soup Sayur";3;60000;20000;"Instagram";"Nina Permana";87562890028
"ORD102223";"2025-04-07";"Soup Sayur";1;20000;20000;"Instagram";"Rina Harto";85184894769
"ORD100336";"2025-07-28";"Salad Ayam";1;30000;30000;"Instagram";"Maya Putri";87187500369
"ORD101866";"2025-07-22";"Nasi box vegan";1;35000;35000;"WhatsApp";"Hadi Pratama";87790714163
"ORD100570";"2025-06-04";"Salad Ayam";1;40000;40000;"Instagram";"Andi Wijaya";88366752545
"ORD100803";"2025-04-27";"Soup sayur";2;40000;20000;"Instagram";"Budi Permana";87917693676
"ORD100043";"2025-09-08";"Nasi Box Ayam";1;25000;25000;"WhatsApp";"Putu Wicaksono";87520471167
"ORD101235";"2025-05-08";"Soup Sayur";1;20000;20000;"Instagram";"Dewi Saputra";85585239868
"ORD100524";"2025-07-07";"Nasi Box Ayam";3;60000;20000;"Instagram";"Dewi Budiyanto";84498926659
"ORD100658";"2025-06-26";"Soup sayur";1;20000;20000;"Instagram";"Citra Budiyanto";87072867908
"ORD101187";"2025-05-02";"Nasi Box Ayam";1;30000;30000;"WhatsApp";"Maya Putri";87187500369
"ORD100015";"2025-06-28";"Soup Sayur";4;80000;20000;"Instagram";"Sari Pratama";86218501631
"ORD100721";"2025-04-17";"Nasi Box Ayam";1;25000;25000;"Instagram";"Sari Pratama";81493689980
"ORD101231";"2025-07-26";"Nasi Box Vegan";1;25000;25000;"Instagram";"Eka Wicaksono";88895798687
"ORD101563";"2025-08-08";"Nasi Box Ayam";1;35000;35000;"WhatsApp";"Fajar Santoso";85930407859
"ORD100745";"2025-06-02";"Nasi Box Ayam";2;30000;15000;"WhatsApp";"Nina Kusuma";81251778528
"ORD101414";"2025-08-14";"snack box";4;80000;20000;"Instagram";"Citra Santoso";80623120387
"ORD100470";"2025-05-28";"Soup Sayur";4;80000;20000;"Instagram";"Putu Wicaksono";87520471167
"ORD101291";"2025-08-31";"Nasi Box Ayam";1;25000;25000;"Instagram";"Laras Santoso";85415667652
"ORD100337";"2025-06-03";"Salad Ayam";5;150000;30000;"Instagram";"Ika Permana";80098180635
"ORD100566";"2025-07-21";"Nasi Box Ayam";1;30000;30000;"Instagram";"Uli Putri";89622292706
"ORD102323";"2025-04-10";"Snack box";2;40000;20000;"WhatsApp";"Joko Santoso";85411526218
"ORD101422";"2025-08-29";"Salad Ayam";3;105000;35000;"Instagram";"Laras Putri";82885158799
"ORD101338";"2025-04-08";"Nasi Box Ayam";3;75000;25000;"WhatsApp";"Ika Permana";80098180635
"ORD102052";"2025-08-30";"Snack box";1;20000;20000;"Instagram";"Sari Permana";86134074517
"ORD101409";"2025-06-20";"Nasi Box Ayam";2;60000;30000;"Instagram";"Sari Wicaksono";85842824172
"ORD101580";"2025-06-17";"Salad Ayam";3;75000;25000;"Instagram";"Ochi Putri";82992750373
"ORD101021";"2025-05-04";"Nasi Box Vegan";4;100000;25000;"Instagram";"Hadi Pratama";82904228421
"ORD100052";"2025-05-18";"snack box";2;40000;20000;"Instagram";"Budi Santoso";84711382675
"ORD101633";"2025-08-07";"Nasi Box Ayam";3;75000;25000;"Instagram";"Budi Saputra";80715969664
"ORD102469";"2025-06-25";"Snack Box";1;15000;15000;"WhatsApp";"Putu Harto";89894134352
"ORD100195";"2025-04-12";"Nasi Box Ayam";1;25000;25000;"Instagram";"Fajar Pratama";83244720999
"ORD101944";"2025-07-24";"Soup Sayur";2;40000;20000;"Instagram";"Fajar Santoso";85930407859
"ORD102000";"2025-07-20";"Salad Ayam";2;30000;15000;"WhatsApp";"Ika Permana";88889937567
"ORD100748";"2025-07-05";"Nasi Box Vegan";1;25000;25000;"Instagram";"Laras Santoso";85415667652
"ORD100644";"2025-07-22";"Nasi box vegan";1;25000;25000;"Instagram";"Uli Permana";82480861317
"ORD100065";"2025-05-19";"Nasi Box Ayam";1;35000;35000;"Instagram";"Eka Saputra";85511047541
"ORD101719";"2025-06-12";"Soup Sayur";1;20000;20000;"WhatsApp";"Budi Kusuma";89770088600
"ORD101440";"2025-04-26";"snack box";1;15000;15000;"WhatsApp";"Laras Harto";86156793341
"ORD100423";"2025-04-08";"Nasi Box Ayam";2;50000;25000;"Instagram";"Laras Pratama";82312432921
"ORD100398";"2025-08-04";"snack box";3;60000;20000;"Instagram";"Nina Putri";85753260332
"ORD100783";"2025-04-17";"Soup sayur";1;20000;20000;"Instagram";"Kiki Permana";81473799650
"ORD101729";"2025-08-26";"Nasi Box Ayam";1;25000;25000;"Instagram";"Eka Santoso";85061497310
"ORD100283";"2025-04-05";"snack box";1;20000;20000;"Instagram";"Putu Santoso";89859317461
"ORD102390";"2025-08-25";"Nasi Box Ayam";1;30000;30000;"WhatsApp";"Joko Santoso";85411526218
"ORD101254";"2025-06-14";"Snack box";3;75000;25000;"WhatsApp";"Dewi Santoso";83579727985
"ORD101496";"2025-09-14";"Nasi Box Ayam";4;60000;15000;"Instagram";"Ika Budiyanto";83503056413
"ORD101652";"2025-09-25";"Nasi Box Ayam";1;25000;25000;"Instagram";"Sari Harto";82701039308
"ORD100964";"2025-04-25";"Soup sayur";4;80000;20000;"WhatsApp";"Citra Budiyanto";82512868230
"ORD100954";"2025-05-12";"Salad Ayam";2;50000;25000;"WhatsApp";"Uli Kusuma";85866934654
"ORD101920";"2025-06-12";"Nasi Box Vegan";3;105000;35000;"WhatsApp";"Putu Harto";89894134352
"ORD100038";"2025-07-02";"snack box";3;60000;20000;"WhatsApp";"Citra Permana";86783777014
"ORD101870";"2025-05-20";"Soup Sayur";3;60000;20000;"Instagram";"Ika Pratama";85812236231
"ORD101923";"2025-07-02";"Nasi Box Ayam";2;50000;25000;"Instagram";"Fajar Harto";81714677418
"ORD100127";"2025-05-30";"Nasi Box Ayam";1;30000;30000;"WhatsApp";"Putu Putri";86149331637
