OrderID,Tanggal,Nama Produk,Jumlah,Harga,Harga Unit,Sumber Order,Nama Pelanggan,Nomor WA,Keterangan
ORD101718,2025-04-09 00:00:00,Soup sayur,1,25000,25000,Instagram,Putu Harto,089894134352,
ORD101642,2025-05-11 00:00:00,NasiBoxAyam,1,25000,25000,Instagram,Nina Putri,089619431142,
ORD102089,2025-07-05 00:00:00,Soup sayur,2,50000,25000,Instagram,Hadi Permana,089500479748,
ORD101313,2025-04-18 00:00:00,snack box,2,40000,20000,WhatsApp,Maya Wicaksono,086212021697,
ORD101223,2025-08-28 00:00:00,snack box,2,50000,25000,WhatsApp,Tono Saputra,085328710122,
ORD101290,2025-04-22 00:00:00,Nasi Box Ayam,1,25000,25000,Instagram,Gita Kusuma,086907844736,
ORD100464,2025-08-10 00:00:00,snack box,3,75000,25000,Instagram,Maya Wijaya,082034717545,promo code used
ORD102106,2025-07-25 00:00:00,NasiBoxAyam,1,35000,35000,Instagram,Tono Kusuma,082299590010,catatan: pesan khusus
ORD100260,2025-06-28 00:00:00,Nasi Box Ayam,1,30000,30000,Instagram,Budi Putri,082901476797,
ORD100660,2025-09-09 00:00:00,Snack Box,1,20000,20000,Instagram,Maya Santoso,084817549651,
ORD100928,2025-07-31 00:00:00,nasi box ayam,1,15000,15000,Instagram,Budi Budiyanto,080132677360,
ORD102221,2025-05-13 00:00:00,Nasi Box Ayam,4,140000,35000,Instagram,Nina Pratama,088760366909,
ORD102280,2025-09-30 00:00:00,Salad ayam,1,35000,35000,Instagram,Maya Kusuma,089013983735,
ORD102149,2025-05-20 00:00:00,Snack box,1,20000,20000,Instagram,Kiki Wijaya,086091779827,
ORD100984,2025-07-18 00:00:00,Soup Sayur,1,20000,20000,WhatsApp,Dewi Wijaya,088367365766,
ORD100382,2025-05-20 00:00:00,SoupSayur,1,25000,25000,Instagram,Sari Pratama,081493689980,
ORD100460,2025-07-19 00:00:00,Salad ayam,3,90000,30000,Instagram,Dewi Budiyanto,084498926659,
ORD102001,2025-04-16 00:00:00,Salad ayam,2,80000,40000,Instagram,Uli Wijaya,084283411080,promo code used
ORD101993,2025-07-28 00:00:00,Snack box,1,20000,20000,WhatsApp,Andi Wijaya,084294019655,
ORD100744,2025-05-27 00:00:00,snack box,1,15000,15000,WhatsApp,Fajar Harto,081406029333,
ORD101929,2025-08-14 00:00:00,NasiBoxAyam,1,25000,25000,WhatsApp,Sari Pratama,086218501631,
ORD100468,2025-05-22 00:00:00,Soup Sayur,4,80000,20000,Instagram,Dewi Wicaksono,082233206163,
ORD102072,2025-05-19 00:00:00,NasiBoxAyam,1,25000,25000,Instagram,Kiki Putri,087354549480,
ORD100499,2025-09-03 00:00:00,Nasi Box Ayam,3,90000,30000,WhatsApp,Joko Wijaya,083836702410,
ORD100158,2025-06-29 00:00:00,Nasi Box Ayam,2,70000,35000,Instagram,Joko Santoso,081938026206,catatan: pesan khusus
ORD102345,2025-08-27 00:00:00,Salad Ayam,1,30000,30000,WhatsApp,Nina Pratama,088760366909,
ORD100404,2025-07-01 00:00:00,Nasi Box Ayam,1,25000,25000,WhatsApp,Kiki Pratama,089428434795,
ORD100429,2025-04-28 00:00:00,nasi box ayam,1,20000,20000,WhatsApp,Maya Santoso,086474687234,
ORD100452,2025-04-09 00:00:00,nasi box ayam,1,15000,15000,Instagram,Uli Kusuma,081366210388,
ORD100923,2025-09-29 00:00:00,Salad Ayam,1,40000,40000,WhatsApp,Kiki Pratama,081256746807,
ORD101500,,SALAD AYAM,2,40000,20000,WhatsApp,Ochi Pratama,085646417080,
ORD102315,2025-05-29 00:00:00,Snack box,1,20000,20000,Instagram,Andi Kusuma,088215064890,
ORD100156,2025-09-01 00:00:00,Nasi Box Ayam,2,60000,30000,WhatsApp,Budi Budiyanto,080132677360,
ORD100045,2025-09-13 00:00:00,Snack Box,2,30000,15000,Instagram,Laras Putri,084105648149,
ORD101874,2025-04-16 00:00:00,snack box,1,25000,25000,Instagram,Budi Budiyanto,080132677360,
ORD100684,2025-04-12 00:00:00,nasi box ayam,2,30000,15000,WhatsApp,Sari Putri,085135346554,
ORD100735,2025-05-19 00:00:00,Nasi Box Vegan,1,30000,30000,Instagram,Joko Santoso,086596575692,
ORD101134,2025-05-25 00:00:00,Nasi Box Ayam,1,30000,30000,Instagram,Hadi Pratama,087790714163,catatan: pesan khusus
ORD102116,2025-05-13 00:00:00,nasi box ayam,2,50000,25000,Instagram,Nina Pratama,086670106513,
ORD101722,2025-04-19 00:00:00,Snack Box,1,15000,15000,Instagram,Dewi Wijaya,085447962757,
ORD102362,2025-08-01 00:00:00,SALAD AYAM,2,30000,15000,Instagram,Kiki Permana,083963605766,
ORD101177,2025-07-06 00:00:00,Snack Box,1,25000,25000,Instagram,Fajar Wijaya,089034043842,ulang order
ORD102199,,Snack box,4,60000,15000,WhatsApp,Joko Santoso,086409097439,
ORD101726,,NasiBoxAyam,1,25000,25000,Instagram,Kiki Putri,087354549480,
ORD101469,2025-09-24 00:00:00,NasiBoxAyam,1,25000,25000,Instagram,Maya Saputra,085061809190,
ORD100365,2025-06-27 00:00:00,Nasi Box Vegan,1,30000,30000,Instagram,Laras Kusuma,088262045053,
ORD100527,2025-06-03 00:00:00,Salad ayam,1,30000,30000,WhatsApp,Ochi Kusuma,080104328986,
ORD101069,2025-09-30 00:00:00,Snack Box,1,20000,20000,WhatsApp,Dewi Budiyanto,085156915452,ulang order
ORD102424,2025-09-19 00:00:00,SoupSayur,2,40000,20000,Instagram,Hadi Saputra,085177739260,
ORD101481,2025-04-28 00:00:00,Nasi Box Vegan,3,75000,25000,Instagram,Fajar Santoso,085930407859,
ORD100481,2025-05-23 00:00:00,Snack box,1,25000,25000,Instagram,Ochi Putri,083184322259,
ORD102080,2025-07-14 00:00:00,Salad ayam,2,70000,35000,Instagram,Budi Budiyanto,082148628902,promo code used
ORD101624,2025-05-11 00:00:00,Snack Box,2,30000,15000,Instagram,Nina Permana,087562890028,
ORD102433,2025-04-14 00:00:00,SALAD AYAM,2,30000,15000,WhatsApp,Joko Harto,083699577738,
ORD100563,2025-09-05 00:00:00,nasi box ayam,1,15000,15000,WhatsApp,Laras Wicaksono,081928565431,
ORD102213,2025-05-06 00:00:00,Nasi Box Vegan,2,60000,30000,Instagram,Citra Harto,085089935889,
ORD100976,2025-08-05 00:00:00,Snack Box,1,20000,20000,Instagram,Dewi Santoso,083579727985,
ORD100466,2025-08-04 00:00:00,Nasi box ayam,1,35000,35000,Instagram,Sari Pratama,081493689980,
ORD102026,2025-06-10 00:00:00,Soup Sayur,1,25000,25000,WhatsApp,Andi Wicaksono,085626368970,
ORD100448,2025-08-05 00:00:00,Snack Box,3,60000,20000,Instagram,Fajar Budiyanto,083268424508,
ORD101398,2025-09-14 00:00:00,Nasi box ayam,1,30000,30000,Instagram,Putu Permana,088299737631,
ORD100651,2025-08-29 00:00:00,SALAD AYAM,2,50000,25000,Instagram,Maya Pratama,081994101372,
ORD100161,2025-08-25 00:00:00,Snack Box,1,25000,25000,Instagram,Nina Budiyanto,088615335554,
ORD101461,2025-09-04 00:00:00,Salad ayam,1,35000,35000,WhatsApp,Gita Permana,086884443106,
ORD100505,2025-09-09 00:00:00,Salad ayam,1,40000,40000,Instagram,Tono Pratama,086213721386,
ORD101485,2025-08-05 00:00:00,Salad Ayam,2,60000,30000,WhatsApp,Uli Harto,085116868548,
ORD101713,2025-07-24 00:00:00,Nasi box vegan,2,60000,30000,WhatsApp,Gita Kusuma,088214658404,
ORD100729,2025-04-12 00:00:00,Nasi Box Ayam,4,120000,30000,WhatsApp,Kiki Wicaksono,081208267734,
ORD100176,,Nasi Box Vegan,4,120000,30000,WhatsApp,Citra Budiyanto,085188888067,
ORD100608,2025-04-29 00:00:00,Nasi box ayam,1,30000,30000,Instagram,Ochi Pratama,084691373678,
ORD102204,2025-04-11 00:00:00,Nasi box ayam,5,125000,25000,Instagram,Laras Pratama,082312432921,
ORD102039,2025-09-26 00:00:00,NasiBoxAyam,1,25000,25000,Instagram,Uli Wijaya,086998543534,ulang order
ORD101031,2025-05-13 00:00:00,Soup Sayur,3,60000,20000,Instagram,Fajar Wijaya,082281606484,
ORD101669,2025-05-29 00:00:00,Nasi box vegan,1,25000,25000,WhatsApp,Fajar Wicaksono,087063242415,
ORD100769,2025-09-22 00:00:00,Snack box,1,15000,15000,Instagram,Rina Wijaya,086453521818,
ORD101955,2025-09-10 00:00:00,Salad ayam,3,105000,35000,Instagram,Rina Kusuma,083246095396,
ORD101724,2025-07-26 00:00:00,Soup sayur,1,20000,20000,WhatsApp,Ika Saputra,088007229034,
ORD100039,2025-05-31 00:00:00,Nasi Box Vegan,1,35000,35000,WhatsApp,Dewi Santoso,083579727985,promo code used
ORD101934,2025-05-11 00:00:00,Nasi Box Vegan,4,100000,25000,Instagram,Laras Santoso,087146112545,
ORD101359,2025-06-08 00:00:00,Salad ayam,1,40000,40000,WhatsApp,Putu Saputra,085861793271,
ORD101436,2025-05-06 00:00:00,Salad Ayam,1,30000,30000,Instagram,Sari Budiyanto,089241418328,
ORD100731,2025-05-08 00:00:00,nasi box ayam,1,15000,15000,WhatsApp,Sari Saputra,083536541951,
ORD101106,2025-08-07 00:00:00,Nasi box ayam,1,35000,35000,WhatsApp,Putu Wicaksono,084348734714,
ORD100401,2025-09-25 00:00:00,Snack box,1,20000,20000,WhatsApp,Hadi Pratama,087790714163,
ORD101834,2025-07-22 00:00:00,SALAD AYAM,1,20000,20000,WhatsApp,Nina Pratama,086670106513,
ORD100108,2025-07-08 00:00:00,NasiBoxAyam,1,30000,30000,Instagram,Uli Harto,085116868548,
ORD102219,2025-08-10 00:00:00,Soup sayur,1,20000,20000,Instagram,Laras Wicaksono,089415521667,
ORD101845,2025-06-28 00:00:00,Soup Sayur,1,20000,20000,WhatsApp,Sari Harto,080862118233,
ORD100387,2025-07-24 00:00:00,Snack box,1,20000,20000,Instagram,Ika Wicaksono,084517123685,
ORD101477,2025-07-14 00:00:00,Soup sayur,1,25000,25000,WhatsApp,Rina Harto,086386557790,
ORD102046,2025-08-21 00:00:00,Salad ayam,1,35000,35000,Instagram,Laras Santoso,087146112545,
ORD102429,2025-08-14 00:00:00,nasi box ayam,1,15000,15000,Instagram,Laras Santoso,087146112545,
ORD100957,2025-09-13 00:00:00,Snack box,1,25000,25000,WhatsApp,Fajar Wijaya,084895134332,
ORD100376,2025-07-27 00:00:00,snack box,1,25000,25000,WhatsApp,Fajar Budiyanto,086990413797,catatan: pesan khusus
ORD102230,2025-04-04 00:00:00,nasi box ayam,1,15000,15000,WhatsApp,Citra Putri,089387005162,
ORD100313,2025-06-12 00:00:00,SALAD AYAM,1,25000,25000,WhatsApp,Uli Harto,085116868548,
ORD100248,2025-07-30 00:00:00,SoupSayur,4,80000,20000,Instagram,Tono Permana,081438663227,
ORD101248,2025-06-18 00:00:00,Snack box,4,60000,15000,WhatsApp,Rina Harto,082513542784,
ORD101650,2025-04-29 00:00:00,Nasi box vegan,2,70000,35000,Instagram,Laras Budiyanto,081814124782,
ORD100239,2025-08-20 00:00:00,Snack box,1,20000,20000,WhatsApp,Rina Harto,086392086780,
ORD101442,2025-09-08 00:00:00,Nasi Box Ayam,1,25000,25000,Instagram,Maya Pratama,089916247314,
ORD102002,2025-09-03 00:00:00,Salad Ayam,1,30000,30000,Instagram,Citra Permana,086111554262,
ORD100730,2025-09-14 00:00:00,Snack Box,2,30000,15000,Instagram,Kiki Permana,083963605766,
ORD101211,2025-04-10 00:00:00,snack box,2,30000,15000,WhatsApp,Uli Wicaksono,084034471349,
ORD100455,2025-09-23 00:00:00,Soup sayur,1,20000,20000,Instagram,Nina Pratama,088760366909,
ORD102332,2025-08-19 00:00:00,snack box,1,25000,25000,Instagram,Rina Harto,086392086780,
ORD100571,,Nasi box vegan,1,30000,30000,Instagram,Gita Kusuma,088214658404,
ORD101229,2025-07-08 00:00:00,NasiBoxAyam,3,90000,30000,Instagram,Fajar Wijaya,089034043842,
ORD101050,2025-09-23 00:00:00,SoupSayur,2,40000,20000,WhatsApp,Uli Kusuma,085866934654,
ORD101292,2025-04-16 00:00:00,Nasi box ayam,1,25000,25000,Instagram,Nina Santoso,084223253672,
ORD102134,2025-05-28 00:00:00,Snack box,1,20000,20000,Instagram,Gita Wicaksono,084741124903,promo code used
ORD101746,2025-05-03 00:00:00,Soup sayur,1,20000,20000,Instagram,Rina Harto,086022356972,
ORD101878,2025-06-12 00:00:00,Salad ayam,1,30000,30000,Instagram,Uli Santoso,088075957947,
ORD101916,2025-05-07 00:00:00,snack box,1,15000,15000,WhatsApp,Nina Wijaya,088324210249,
ORD102226,2025-08-19 00:00:00,Nasi box vegan,1,35000,35000,Instagram,Gita Permana,081541006762,
ORD102263,2025-07-25 00:00:00,Salad ayam,3,90000,30000,WhatsApp,Eka Kusuma,081279908811,
ORD100114,2025-04-08 00:00:00,Soup sayur,1,20000,20000,WhatsApp,Hadi Pratama,081585064317,
ORD102054,2025-04-07 00:00:00,Salad Ayam,1,35000,35000,WhatsApp,Laras Harto,081199867980,
ORD101283,2025-07-23 00:00:00,Nasi box vegan,1,25000,25000,Instagram,Maya Santoso,085297516136,
ORD102190,2025-08-20 00:00:00,Nasi Box Ayam,2,50000,25000,Instagram,Nina Pratama,089401399049,
ORD101686,2025-05-17 00:00:00,Soup Sayur,1,20000,20000,Instagram,Tono Kusuma,082299590010,
ORD102292,2025-07-11 00:00:00,Nasi Box Ayam,1,35000,35000,Instagram,Joko Harto,083699577738,
ORD100703,,Nasi Box Vegan,2,60000,30000,Instagram,Citra Putri,086788861015,
ORD101667,2025-08-06 00:00:00,Soup Sayur,1,25000,25000,Instagram,Laras Harto,081199867980,
ORD100169,2025-09-07 00:00:00,Salad ayam,3,105000,35000,WhatsApp,Putu Wicaksono,088507925241,
ORD100748,2025-07-05 00:00:00,Nasi Box Vegan,1,25000,25000,Instagram,Laras Santoso,085415667652,
ORD100795,2025-08-26 00:00:00,Nasi Box Ayam,2,60000,30000,Instagram,Sari Permana,083918785191,
ORD102378,2025-04-12 00:00:00,NasiBoxAyam,1,25000,25000,Instagram,Budi Putri,089922809202,
ORD100997,2025-05-19 00:00:00,Salad Ayam,1,30000,30000,WhatsApp,Maya Putri,087187500369,
ORD100522,2025-07-26 00:00:00,Snack box,2,40000,20000,WhatsApp,Citra Wicaksono,089796886805,
ORD100292,2025-04-11 00:00:00,SALAD AYAM,1,15000,15000,Instagram,Putu Wicaksono,082522872808,
ORD101998,2025-06-26 00:00:00,NasiBoxAyam,1,30000,30000,Instagram,Citra Budiyanto,082512868230,
ORD101830,2025-04-11 00:00:00,NasiBoxAyam,2,60000,30000,WhatsApp,Gita Kusuma,086907844736,
ORD101347,2025-08-15 00:00:00,SoupSayur,1,25000,25000,WhatsApp,Hadi Permana,080365414586,
ORD100712,2025-04-07 00:00:00,Nasi box vegan,2,50000,25000,WhatsApp,Putu Kusuma,088515832818,
ORD100332,2025-07-29 00:00:00,Soup Sayur,3,60000,20000,Instagram,Nina Permana,087562890028,
ORD102223,2025-04-07 00:00:00,Soup Sayur,1,20000,20000,Instagram,Rina Harto,085184894769,
ORD100336,2025-07-28 00:00:00,Salad Ayam,1,30000,30000,Instagram,Maya Putri,087187500369,
ORD101866,2025-07-22 00:00:00,Nasi box vegan,1,35000,35000,WhatsApp,Hadi Pratama,087790714163,
ORD100570,2025-06-04 00:00:00,Salad ayam,1,40000,40000,Instagram,Andi Wijaya,088366752545,catatan: pesan khusus
ORD100803,2025-04-27 00:00:00,Soup sayur,2,40000,20000,Instagram,Budi Permana,087917693676,
ORD100043,2025-09-08 00:00:00,Nasi Box Ayam,1,25000,25000,WhatsApp,Putu Wicaksono,087520471167,
ORD101235,2025-05-08 00:00:00,Soup Sayur,1,20000,20000,Instagram,Dewi Saputra,085585239868,
ORD100524,2025-07-07 00:00:00,nasi box ayam,3,60000,20000,Instagram,Dewi Budiyanto,084498926659,
ORD100658,2025-06-26 00:00:00,Soup sayur,1,20000,20000,Instagram,Citra Budiyanto,087072867908,
ORD101187,2025-05-02 00:00:00,NasiBoxAyam,1,30000,30000,WhatsApp,Maya Putri,087187500369,
ORD100015,2025-06-28 00:00:00,Soup Sayur,4,80000,20000,Instagram,Sari Pratama,086218501631,
ORD100721,2025-04-17 00:00:00,Nasi box ayam,1,25000,25000,Instagram,Sari Pratama,081493689980,
ORD101231,2025-07-26 00:00:00,Nasi Box Vegan,1,25000,25000,Instagram,Eka Wicaksono,088895798687,
ORD101563,2025-08-08 00:00:00,Nasi box ayam,1,35000,35000,WhatsApp,Fajar Santoso,085930407859,
ORD100745,2025-06-02 00:00:00,nasi box ayam,2,30000,15000,WhatsApp,Nina Kusuma,081251778528,
ORD101414,2025-08-14 00:00:00,snack box,4,80000,20000,Instagram,Citra Santoso,080623120387,
ORD100470,2025-05-28 00:00:00,SoupSayur,4,80000,20000,Instagram,Putu Wicaksono,087520471167,catatan: pesan khusus
ORD101291,2025-08-31 00:00:00,Nasi box ayam,1,25000,25000,Instagram,Laras Santoso,085415667652,
ORD100337,2025-06-03 00:00:00,Salad ayam,5,150000,30000,Instagram,Ika Permana,080098180635,
ORD100566,2025-07-21 00:00:00,Nasi box ayam,1,30000,30000,Instagram,Uli Putri,089622292706,
ORD102323,2025-04-10 00:00:00,Snack box,2,40000,20000,WhatsApp,Joko Santoso,085411526218,
ORD101422,2025-08-29 00:00:00,Salad Ayam,3,105000,35000,Instagram,Laras Putri,082885158799,promo code used
ORD101338,2025-04-08 00:00:00,Nasi Box Ayam,3,75000,25000,WhatsApp,Ika Permana,080098180635,
ORD102052,2025-08-30 00:00:00,Snack box,1,20000,20000,Instagram,Sari Permana,086134074517,
ORD101409,2025-06-20 00:00:00,Nasi box ayam,2,60000,30000,Instagram,Sari Wicaksono,085842824172,
ORD101580,2025-06-17 00:00:00,SALAD AYAM,3,75000,25000,Instagram,Ochi Putri,082992750373,
ORD101021,2025-05-04 00:00:00,Nasi Box Vegan,4,100000,25000,Instagram,Hadi Pratama,082904228421,
ORD100625,,Salad Ayam,3,105000,35000,Instagram,Kiki Putri,087354549480,
ORD100052,2025-05-18 00:00:00,snack box,2,40000,20000,Instagram,Budi Santoso,084711382675,
ORD101633,2025-08-07 00:00:00,Nasi box ayam,3,75000,25000,Instagram,Budi Saputra,080715969664,
ORD102469,2025-06-25 00:00:00,Snack Box,1,15000,15000,WhatsApp,Putu Harto,089894134352,
ORD100195,2025-04-12 00:00:00,Nasi box ayam,1,25000,25000,Instagram,Fajar Pratama,083244720999,
ORD101944,2025-07-24 00:00:00,Soup Sayur,2,40000,20000,Instagram,Fajar Santoso,085930407859,
ORD102000,2025-07-20 00:00:00,SALAD AYAM,2,30000,15000,WhatsApp,Ika Permana,088889937567,
ORD100748,2025-07-05 00:00:00,Nasi Box Vegan,1,25000,25000,Instagram,Laras Santoso,085415667652,
ORD100644,2025-07-22 00:00:00,Nasi box vegan,1,25000,25000,Instagram,Uli Permana,082480861317,
ORD100065,2025-05-19 00:00:00,NasiBoxAyam,1,35000,35000,Instagram,Eka Saputra,085511047541,
ORD101719,2025-06-12 00:00:00,SoupSayur,1,20000,20000,WhatsApp,Budi Kusuma,089770088600,ulang order
ORD101440,2025-04-26 00:00:00,snack box,1,15000,15000,WhatsApp,Laras Harto,086156793341,
ORD100423,2025-04-08 00:00:00,Nasi box ayam,2,50000,25000,Instagram,Laras Pratama,082312432921,
ORD100398,2025-08-04 00:00:00,snack box,3,60000,20000,Instagram,Nina Putri,085753260332,
ORD100783,2025-04-17 00:00:00,Soup sayur,1,20000,20000,Instagram,Kiki Permana,081473799650,
ORD101729,2025-08-26 00:00:00,nasi box ayam,1,25000,25000,Instagram,Eka Santoso,085061497310,
ORD100283,2025-04-05 00:00:00,snack box,1,20000,20000,Instagram,Putu Santoso,089859317461,
ORD102390,2025-08-25 00:00:00,Nasi Box Ayam,1,30000,30000,WhatsApp,Joko Santoso,085411526218,
ORD101254,2025-06-14 00:00:00,Snack box,3,75000,25000,WhatsApp,Dewi Santoso,083579727985,
ORD101496,2025-09-14 00:00:00,nasi box ayam,4,60000,15000,Instagram,Ika Budiyanto,083503056413,
ORD101652,2025-09-25 00:00:00,Nasi box ayam,1,25000,25000,Instagram,Sari Harto,082701039308,
ORD100964,2025-04-25 00:00:00,Soup sayur,4,80000,20000,WhatsApp,Citra Budiyanto,082512868230,
ORD100954,2025-05-12 00:00:00,SALAD AYAM,2,50000,25000,WhatsApp,Uli Kusuma,085866934654,
ORD101920,2025-06-12 00:00:00,Nasi Box Vegan,3,105000,35000,WhatsApp,Putu Harto,089894134352,
ORD100038,2025-07-02 00:00:00,snack box,3,60000,20000,WhatsApp,Citra Permana,086783777014,
ORD101870,2025-05-20 00:00:00,SoupSayur,3,60000,20000,Instagram,Ika Pratama,085812236231,
ORD101923,2025-07-02 00:00:00,NasiBoxAyam,2,50000,25000,Instagram,Fajar Harto,081714677418,
ORD100127,2025-05-30 00:00:00,NasiBoxAyam,1,30000,30000,WhatsApp,Putu Putri,086149331637,
ORD100306,2025-07-12 00:00:00,Salad ayam,1,30000,30000,Instagram,Citra Budiyanto,089092753269,
ORD102463,2025-09-09 00:00:00,Nasi Box Vegan,1,25000,25000,Instagram,Budi Putri,081355690927,
ORD101568,2025-07-11 00:00:00,nasi box ayam,1,25000,25000,Instagram,Gita Wijaya,082172715518,
ORD102244,2025-07-15 00:00:00,Nasi box vegan,1,25000,25000,WhatsApp,Laras Putri,084105648149,
ORD100738,2025-04-11 00:00:00,Soup Sayur,1,25000,25000,Instagram,Tono Kusuma,087278755886,ulang order
ORD102403,2025-06-11 00:00:00,Salad ayam,4,160000,40000,WhatsApp,Fajar Pratama,083244720999,
ORD101127,2025-04-24 00:00:00,Salad ayam,1,30000,30000,Instagram,Tono Putri,089955620533,
ORD101257,2025-04-04 00:00:00,Snack box,2,40000,20000,Instagram,Kiki Kusuma,083752654793,
ORD100688,2025-09-29 00:00:00,Soup Sayur,1,20000,20000,WhatsApp,Eka Harto,082786801128,
ORD100117,2025-08-25 00:00:00,nasi box ayam,4,60000,15000,Instagram,Andi Pratama,085169409749,
ORD100768,2025-08-18 00:00:00,NasiBoxAyam,2,70000,35000,Instagram,Nina Kusuma,081251778528,
ORD101871,2025-07-26 00:00:00,snack box,4,80000,20000,Instagram,Ochi Permana,082104696325,
ORD101046,2025-07-11 00:00:00,nasi box ayam,3,75000,25000,Instagram,Gita Putri,089121277561,
ORD102391,2025-05-30 00:00:00,Nasi box vegan,1,35000,35000,Instagram,Hadi Saputra,082266093796,
ORD101865,2025-09-22 00:00:00,snack box,1,15000,15000,Instagram,Kiki Pratama,089428434795,
ORD101300,2025-08-18 00:00:00,Salad Ayam,1,40000,40000,Instagram,Hadi Pratama,082904228421,
ORD101945,2025-08-22 00:00:00,nasi box ayam,2,40000,20000,Instagram,Andi Wicaksono,085626368970,
ORD101264,2025-07-25 00:00:00,snack box,3,45000,15000,Instagram,Budi Permana,080548687403,
ORD100226,2025-08-24 00:00:00,Snack Box,2,50000,25000,WhatsApp,Tono Permana,081438663227,
ORD101162,2025-08-08 00:00:00,Salad Ayam,1,35000,35000,Instagram,Tono Permana,085978207151,
ORD100794,2025-08-13 00:00:00,Salad ayam,2,80000,40000,WhatsApp,Sari Kusuma,080260127961,
ORD101155,2025-04-26 00:00:00,Nasi box ayam,1,35000,35000,WhatsApp,Maya Kusuma,081463031617,
ORD100552,2025-06-08 00:00:00,SoupSayur,2,50000,25000,WhatsApp,Eka Wijaya,089933083301,
ORD102372,2025-07-18 00:00:00,Salad Ayam,1,40000,40000,Instagram,Rina Harto,086386557790,
ORD100828,2025-06-25 00:00:00,nasi box ayam,4,100000,25000,Instagram,Ochi Putri,086284987769,
ORD101856,2025-07-09 00:00:00,Snack Box,1,20000,20000,Instagram,Dewi Budiyanto,085156915452,
ORD100197,2025-05-20 00:00:00,Salad Ayam,1,30000,30000,WhatsApp,Hadi Pratama,081585064317,
ORD102366,2025-06-19 00:00:00,Nasi box vegan,2,70000,35000,Instagram,Joko Putri,083536937854,ulang order
ORD102024,2025-07-04 00:00:00,Soup Sayur,5,100000,20000,Instagram,Tono Permana,080103105183,
ORD101293,2025-04-14 00:00:00,Nasi box vegan,1,25000,25000,WhatsApp,Joko Wicaksono,081543799371,
ORD100473,2025-06-16 00:00:00,SALAD AYAM,1,25000,25000,WhatsApp,Hadi Pratama,087790714163,
ORD102441,2025-09-13 00:00:00,Nasi box ayam,1,25000,25000,Instagram,Ochi Harto,084905814770,
ORD100491,2025-08-27 00:00:00,Snack Box,1,15000,15000,Instagram,Putu Wicaksono,082522872808,
ORD100580,2025-06-17 00:00:00,Nasi box ayam,1,30000,30000,Instagram,Uli Kusuma,085866934654,ulang order
ORD102014,2025-08-04 00:00:00,Soup Sayur,1,20000,20000,WhatsApp,Ochi Wijaya,080276773592,
ORD101139,2025-07-17 00:00:00,Soup Sayur,1,25000,25000,Instagram,Maya Pratama,089916247314,
ORD100119,2025-09-23 00:00:00,Snack Box,1,15000,15000,Instagram,Andi Pratama,083494937597,
ORD101097,2025-07-13 00:00:00,Snack box,1,15000,15000,Instagram,Eka Budiyanto,087431527420,promo code used
ORD100581,2025-09-26 00:00:00,NasiBoxAyam,1,30000,30000,Instagram,Joko Santoso,085411526218,
ORD101744,2025-07-30 00:00:00,Nasi Box Ayam,1,30000,30000,Instagram,Nina Kusuma,081251778528,
ORD101773,2025-07-26 00:00:00,Nasi Box Vegan,4,140000,35000,Instagram,Kiki Wijaya,086091779827,
ORD101041,2025-06-23 00:00:00,Nasi Box Ayam,5,150000,30000,Instagram,Maya Santoso,084817549651,promo code used
ORD100733,2025-08-08 00:00:00,Snack box,3,75000,25000,Instagram,Kiki Kusuma,083752654793,
ORD100917,2025-05-28 00:00:00,Nasi box vegan,1,30000,30000,WhatsApp,Tono Kusuma,082299590010,
ORD100275,2025-09-17 00:00:00,snack box,5,125000,25000,WhatsApp,Budi Santoso,084711382675,
ORD102402,2025-05-26 00:00:00,Soup Sayur,1,25000,25000,Instagram,Fajar Kusuma,084057202590,
ORD101992,2025-07-28 00:00:00,Salad ayam,1,30000,30000,Instagram,Andi Permana,083173936385,
ORD101640,2025-07-23 00:00:00,NasiBoxAyam,3,75000,25000,Instagram,Hadi Wijaya,080033092327,
ORD100386,2025-07-19 00:00:00,Salad ayam,1,35000,35000,Instagram,Fajar Harto,080050455623,promo code used
ORD101777,2025-07-25 00:00:00,SALAD AYAM,2,50000,25000,Instagram,Eka Wicaksono,084846773782,
ORD101054,2025-04-12 00:00:00,nasi box ayam,2,50000,25000,WhatsApp,Nina Wicaksono,085289539264,ulang order
ORD102336,,snack box,2,30000,15000,Instagram,Fajar Pratama,086527047743,
ORD101253,2025-06-03 00:00:00,Soup Sayur,1,25000,25000,WhatsApp,Ika Saputra,086574374896,
ORD100804,2025-06-04 00:00:00,NasiBoxAyam,1,35000,35000,Instagram,Sari Pratama,081493689980,
ORD100492,2025-05-31 00:00:00,SoupSayur,1,25000,25000,Instagram,Andi Wijaya,086608801994,
ORD101136,2025-04-21 00:00:00,Salad Ayam,3,90000,30000,Instagram,Ochi Harto,084431351823,
ORD100696,2025-05-02 00:00:00,Soup Sayur,1,20000,20000,Instagram,Laras Santoso,085830033542,
ORD101443,2025-05-27 00:00:00,Nasi Box Vegan,2,70000,35000,Instagram,Citra Wicaksono,087589178390,
ORD101826,2025-09-06 00:00:00,Nasi box vegan,1,35000,35000,WhatsApp,Eka Wicaksono,088248963834,catatan: pesan khusus
ORD100165,2025-08-13 00:00:00,SALAD AYAM,1,25000,25000,Instagram,Sari Santoso,086578759856,
ORD100467,2025-09-18 00:00:00,Salad ayam,1,35000,35000,Instagram,Fajar Santoso,085930407859,
